UTC time,state,latitude,N/S Indication,longitude,E/W indication,Ground speed,position,date,f2,f3
170514.800,A,54.6590698,N,020.6530902,E,0.000,259.37,190425,1.133,1.137,
170514.900,A,54.6590690,N,020.6530887,E,0.000,253.52,190425,1.133,1.137,
170515.000,A,54.6590683,N,020.6530883,E,0.000,248.22,190425,1.133,1.137,
170515.100,A,54.6590673,N,020.6530875,E,0.000,241.41,190425,1.136,1.140,
170515.200,A,54.6590667,N,020.6530870,E,0.000,235.66,190425,1.136,1.140,
170515.300,A,54.6590662,N,020.6530872,E,0.000,230.99,190425,1.135,1.140,
170515.400,A,54.6590652,N,020.6530870,E,0.000,223.21,190425,1.134,1.138,
170515.500,A,54.6590643,N,020.6530868,E,0.000,218.41,190425,1.132,1.136,
170515.600,A,54.6590640,N,020.6530875,E,0.000,212.10,190425,1.131,1.135,
170515.700,A,54.6590633,N,020.6530873,E,0.000,208.22,190425,1.130,1.134,
170515.800,A,54.6590627,N,020.6530875,E,0.000,202.53,190425,1.130,1.135,
170515.900,A,54.6590622,N,020.6530877,E,0.000,197.42,190425,1.131,1.135,
170516.000,A,54.6590615,N,020.6530880,E,0.000,190.91,190425,1.130,1.135,
170516.100,A,54.6590612,N,020.6530885,E,0.000,186.98,190425,1.133,1.138,
170516.200,A,54.6590607,N,020.6530892,E,0.000,181.46,190425,1.133,1.138,
170516.300,A,54.6590603,N,020.6530902,E,0.000,174.05,190425,1.132,1.137,
170516.400,A,54.6590600,N,020.6530912,E,0.000,167.88,190425,1.132,1.137,
170516.500,A,54.6590598,N,020.6530920,E,0.000,161.55,190425,1.133,1.137,
170516.600,A,54.6590595,N,020.6530928,E,0.000,156.84,190425,1.133,1.137,
170516.700,A,54.6590593,N,020.6530935,E,0.000,151.76,190425,1.135,1.139,
170516.800,A,54.6590592,N,020.6530942,E,0.000,142.88,190425,1.136,1.141,
170516.900,A,54.6590592,N,020.6530948,E,0.000,134.38,190425,1.137,1.141,
170517.000,A,54.6590590,N,020.6530958,E,0.000,129.16,190425,1.135,1.139,
170517.100,A,54.6590588,N,020.6530968,E,0.000,124.63,190425,1.134,1.139,
170517.200,A,54.6590590,N,020.6530978,E,0.000,115.49,190425,1.135,1.139,
170517.300,A,54.6590590,N,020.6530987,E,0.000,112.62,190425,1.133,1.138,
170517.400,A,54.6590590,N,020.6530995,E,0.000,108.32,190425,1.133,1.137,
170517.500,A,54.6590590,N,020.6531007,E,0.000,104.41,190425,1.133,1.137,
170517.600,A,54.6590590,N,020.6531013,E,0.000,103.79,190425,1.132,1.137,
170517.700,A,54.6590588,N,020.6531025,E,0.000,102.53,190425,1.134,1.139,
170517.800,A,54.6590587,N,020.6531033,E,0.000,104.29,190425,1.134,1.139,
170517.900,A,54.6590587,N,020.6531043,E,0.000,101.76,190425,1.133,1.136,
170518.000,A,54.6590585,N,020.6531052,E,0.000,101.80,190425,1.131,1.136,
170518.100,A,54.6590583,N,020.6531060,E,0.000,102.20,190425,1.132,1.136,
170518.200,A,54.6590585,N,020.6531068,E,0.000,97.31,190425,1.134,1.138,
170518.300,A,54.6590585,N,020.6531082,E,0.000,94.63,190425,1.133,1.138,
170518.400,A,54.6590588,N,020.6531092,E,0.000,88.25,190425,1.133,1.138,
170518.500,A,54.6590588,N,020.6531103,E,0.000,88.53,190425,1.133,1.137,
170518.600,A,54.6590592,N,020.6531117,E,0.000,83.54,190425,1.132,1.137,
170518.700,A,54.6590593,N,020.6531128,E,0.000,83.17,190425,1.133,1.137,
170518.800,A,54.6590597,N,020.6531138,E,0.000,79.12,190425,1.133,1.138,
170518.900,A,54.6590598,N,020.6531148,E,0.000,78.83,190425,1.132,1.136,
170519.000,A,54.6590600,N,020.6531158,E,0.000,77.71,190425,1.130,1.135,
170519.100,A,54.6590598,N,020.6531173,E,0.000,81.44,190425,1.133,1.136,
170519.200,A,54.6590600,N,020.6531188,E,0.000,81.81,190425,1.134,1.138,
170519.300,A,54.6590600,N,020.6531200,E,0.000,82.80,190425,1.132,1.137,
170519.400,A,54.6590602,N,020.6531213,E,0.000,80.76,190425,1.133,1.137,
170519.500,A,54.6590603,N,020.6531228,E,0.000,82.09,190425,1.132,1.136,
170519.600,A,54.6590603,N,020.6531238,E,0.000,83.93,190425,1.133,1.137,
170519.800,A,54.6590608,N,020.6531257,E,0.000,81.01,190425,1.132,1.136,
170519.900,A,54.6590612,N,020.6531267,E,0.000,78.98,190425,1.130,1.135,
170520.000,A,54.6590612,N,020.6531278,E,0.000,80.06,190425,1.133,1.138,
170520.100,A,54.6590613,N,020.6531290,E,0.000,79.98,190425,1.133,1.137,
170520.200,A,54.6590617,N,020.6531302,E,0.000,78.76,190425,1.134,1.138,
170520.300,A,54.6590618,N,020.6531308,E,0.000,78.23,190425,1.135,1.140,
170520.400,A,54.6590622,N,020.6531318,E,0.000,78.12,190425,1.133,1.138,
170520.500,A,54.6590622,N,020.6531328,E,0.000,79.03,190425,1.134,1.138,
170520.600,A,54.6590622,N,020.6531340,E,0.000,80.13,190425,1.133,1.139,
170520.700,A,54.6590623,N,020.6531348,E,0.000,80.23,190425,1.132,1.137,
170520.800,A,54.6590622,N,020.6531363,E,0.000,84.07,190425,1.131,1.136,
170520.900,A,54.6590620,N,020.6531373,E,0.000,86.28,190425,1.132,1.136,
170521.000,A,54.6590617,N,020.6531390,E,0.000,90.72,190425,1.135,1.138,
170521.100,A,54.6590617,N,020.6531398,E,0.000,92.08,190425,1.136,1.140,
170521.200,A,54.6590615,N,020.6531412,E,0.000,94.11,190425,1.136,1.139,
170521.300,A,54.6590615,N,020.6531422,E,0.000,92.55,190425,1.133,1.138,
170521.400,A,54.6590615,N,020.6531435,E,0.000,93.77,190425,1.134,1.138,
170521.500,A,54.6590617,N,020.6531440,E,0.000,90.16,190425,1.135,1.139,
170521.600,A,54.6590618,N,020.6531453,E,0.000,88.12,190425,1.133,1.138,
170521.700,A,54.6590620,N,020.6531465,E,0.000,86.50,190425,1.133,1.138,
170521.800,A,54.6590620,N,020.6531475,E,0.000,86.21,190425,1.132,1.136,
170521.900,A,54.6590618,N,020.6531487,E,0.000,88.35,190425,1.135,1.140,
170522.000,A,54.6590622,N,020.6531495,E,0.000,83.78,190425,1.137,1.140,
170522.100,A,54.6590620,N,020.6531505,E,0.000,88.47,190425,1.135,1.139,
170522.200,A,54.6590618,N,020.6531517,E,0.000,90.28,190425,1.132,1.136,
170522.300,A,54.6590615,N,020.6531532,E,0.000,96.39,190425,1.133,1.137,
170522.400,A,54.6590615,N,020.6531542,E,0.000,95.56,190425,1.133,1.137,
170522.500,A,54.6590613,N,020.6531553,E,0.000,95.22,190425,1.135,1.139,
170522.600,A,54.6590613,N,020.6531563,E,0.000,95.63,190425,1.134,1.139,
170522.700,A,54.6590615,N,020.6531570,E,0.000,95.00,190425,1.134,1.138,
170522.800,A,54.6590615,N,020.6531580,E,0.000,93.35,190425,1.133,1.138,
170522.900,A,54.6590617,N,020.6531587,E,0.000,90.32,190425,1.132,1.137,
170523.000,A,54.6590617,N,020.6531597,E,0.000,89.12,190425,1.130,1.136,
170523.100,A,54.6590618,N,020.6531605,E,0.000,86.46,190425,1.130,1.134,
170523.200,A,54.6590617,N,020.6531615,E,0.000,88.71,190425,1.131,1.135,
170523.300,A,54.6590618,N,020.6531623,E,0.000,86.11,190425,1.132,1.136,
170523.400,A,54.6590620,N,020.6531630,E,0.000,86.07,190425,1.135,1.139,
170523.500,A,54.6590622,N,020.6531642,E,0.000,86.08,190425,1.134,1.138,
170523.600,A,54.6590620,N,020.6531653,E,0.000,86.14,190425,1.133,1.137,
170523.700,A,54.6590620,N,020.6531663,E,0.000,86.21,190425,1.132,1.136,
170523.800,A,54.6590620,N,020.6531673,E,0.000,86.27,190425,1.131,1.136,
170523.900,A,54.6590622,N,020.6531682,E,0.000,86.30,190425,1.131,1.135,
170524.000,A,54.6590620,N,020.6531692,E,0.000,86.37,190425,1.130,1.134,
170524.100,A,54.6590620,N,020.6531700,E,0.000,86.44,190425,1.130,1.134,
170524.200,A,54.6590620,N,020.6531712,E,0.000,86.50,190425,1.130,1.135,
170524.300,A,54.6590620,N,020.6531720,E,0.000,86.56,190425,1.130,1.134,
170524.400,A,54.6590620,N,020.6531730,E,0.000,86.62,190425,1.133,1.137,
170524.500,A,54.6590620,N,020.6531740,E,0.000,86.67,190425,1.135,1.139,
170524.600,A,54.6590622,N,020.6531748,E,0.000,86.70,190425,1.134,1.139,
170524.700,A,54.6590622,N,020.6531758,E,0.000,86.72,190425,1.135,1.140,
170524.800,A,54.6590622,N,020.6531767,E,0.000,86.76,190425,1.135,1.138,
170524.900,A,54.6590623,N,020.6531777,E,0.000,86.75,190425,1.134,1.138,
170525.000,A,54.6590627,N,020.6531783,E,0.000,86.69,190425,1.132,1.136,
170525.100,A,54.6590627,N,020.6531790,E,0.000,86.65,190425,1.132,1.136,
170525.200,A,54.6590627,N,020.6531802,E,0.000,86.60,190425,1.133,1.137,
170525.300,A,54.6590627,N,020.6531810,E,0.000,86.55,190425,1.133,1.137,
170525.400,A,54.6590625,N,020.6531818,E,0.000,86.54,190425,1.135,1.140,
170525.500,A,54.6590623,N,020.6531828,E,0.000,86.57,190425,1.136,1.140,
170525.600,A,54.6590623,N,020.6531835,E,0.000,86.60,190425,1.135,1.139,
170525.700,A,54.6590625,N,020.6531842,E,0.000,86.63,190425,1.134,1.139,
170525.800,A,54.6590623,N,020.6531850,E,0.000,86.68,190425,1.135,1.139,
170525.900,A,54.6590622,N,020.6531855,E,0.000,86.76,190425,1.136,1.140,
170526.000,A,54.6590622,N,020.6531860,E,0.000,86.83,190425,1.135,1.139,
170526.100,A,54.6590622,N,020.6531865,E,0.000,86.90,190425,1.132,1.136,
170526.200,A,54.6590618,N,020.6531870,E,0.000,87.00,190425,1.130,1.136,
170526.300,A,54.6590618,N,020.6531877,E,0.000,87.09,190425,1.132,1.136,
170526.400,A,54.6590615,N,020.6531885,E,0.000,87.23,190425,1.133,1.137,
170526.500,A,54.6590613,N,020.6531892,E,0.000,87.38,190425,1.134,1.138,
170526.600,A,54.6590612,N,020.6531897,E,0.000,87.55,190425,1.132,1.136,
170526.700,A,54.6590610,N,020.6531902,E,0.000,87.74,190425,1.130,1.135,
170526.800,A,54.6590607,N,020.6531907,E,0.000,87.95,190425,1.134,1.137,
170526.900,A,54.6590603,N,020.6531912,E,0.000,88.20,190425,1.134,1.138,
170527.000,A,54.6590597,N,020.6531918,E,0.000,88.50,190425,1.131,1.136,
170527.100,A,54.6590592,N,020.6531922,E,0.000,88.85,190425,1.134,1.137,
170527.200,A,54.6590587,N,020.6531928,E,0.000,89.25,190425,1.133,1.136,
170527.300,A,54.6590582,N,020.6531930,E,0.000,89.68,190425,1.133,1.137,
170527.400,A,54.6590578,N,020.6531935,E,0.000,90.11,190425,1.134,1.138,
170527.500,A,54.6590577,N,020.6531940,E,0.000,90.54,190425,1.134,1.138,
170527.600,A,54.6590570,N,020.6531943,E,0.000,91.00,190425,1.132,1.136,
170527.700,A,54.6590565,N,020.6531947,E,0.000,91.50,190425,1.131,1.136,
170527.800,A,54.6590558,N,020.6531952,E,0.000,92.07,190425,1.133,1.137,
170527.900,A,54.6590550,N,020.6531955,E,0.000,92.69,190425,1.134,1.138,
170528.000,A,54.6590545,N,020.6531963,E,0.000,93.35,190425,1.136,1.139,
170528.100,A,54.6590538,N,020.6531965,E,0.000,94.04,190425,1.136,1.140,
170528.200,A,54.6590535,N,020.6531965,E,0.000,94.74,190425,1.137,1.141,
170528.300,A,54.6590530,N,020.6531970,E,0.000,95.46,190425,1.137,1.140,
170528.400,A,54.6590523,N,020.6531973,E,0.000,96.21,190425,1.135,1.138,
170528.500,A,54.6590517,N,020.6531977,E,0.000,96.99,190425,1.132,1.136,
170528.600,A,54.6590510,N,020.6531977,E,0.000,97.82,190425,1.132,1.136,
170528.700,A,54.6590503,N,020.6531980,E,0.000,98.67,190425,1.132,1.136,
170528.800,A,54.6590498,N,020.6531982,E,0.000,99.54,190425,1.131,1.136,
170528.900,A,54.6590495,N,020.6531985,E,0.000,100.40,190425,1.136,1.140,
170529.000,A,54.6590490,N,020.6531987,E,0.000,101.28,190425,1.135,1.139,
170529.100,A,54.6590490,N,020.6531987,E,0.000,102.09,190425,1.134,1.138,
170529.200,A,54.6590492,N,020.6531987,E,0.000,102.83,190425,1.135,1.139,
170529.300,A,54.6590488,N,020.6531987,E,0.000,103.55,190425,1.134,1.138,
170529.400,A,54.6590485,N,020.6531987,E,0.000,104.28,190425,1.132,1.136,
170529.500,A,54.6590482,N,020.6531988,E,0.000,105.00,190425,1.131,1.135,
170529.600,A,54.6590480,N,020.6531990,E,0.000,105.68,190425,1.135,1.138,
170529.700,A,54.6590480,N,020.6531990,E,0.000,106.32,190425,1.135,1.139,
170529.800,A,54.6590480,N,020.6531987,E,0.000,106.93,190425,1.133,1.137,
170529.900,A,54.6590478,N,020.6531985,E,0.000,107.51,190425,1.132,1.136,
170530.000,A,54.6590478,N,020.6531980,E,0.000,108.07,190425,1.131,1.136,
170530.100,A,54.6590478,N,020.6531975,E,0.000,108.61,190425,1.131,1.135,
170530.200,A,54.6590478,N,020.6531968,E,0.000,109.10,190425,1.131,1.136,
170530.300,A,54.6590480,N,020.6531963,E,0.000,109.56,190425,1.132,1.136,
170530.400,A,54.6590475,N,020.6531957,E,0.000,150.43,190425,1.131,1.136,
170530.500,A,54.6590473,N,020.6531957,E,0.000,151.50,190425,1.131,1.135,
170530.600,A,54.6590472,N,020.6531955,E,0.000,151.78,190425,1.129,1.134,
170530.700,A,54.6590472,N,020.6531955,E,0.000,152.49,190425,1.132,1.136,
170530.800,A,54.6590468,N,020.6531952,E,0.000,154.95,190425,1.131,1.136,
170530.900,A,54.6590467,N,020.6531943,E,0.000,160.06,190425,1.134,1.137,
170531.000,A,54.6590465,N,020.6531942,E,0.000,161.04,190425,1.133,1.137,
170531.100,A,54.6590465,N,020.6531937,E,0.000,165.30,190425,1.131,1.136,
170531.200,A,54.6590463,N,020.6531935,E,0.000,166.54,190425,1.134,1.138,
170531.300,A,54.6590463,N,020.6531930,E,0.000,169.04,190425,1.133,1.138,
170531.400,A,54.6590463,N,020.6531923,E,0.000,173.87,190425,1.134,1.138,
170531.500,A,54.6590463,N,020.6531915,E,0.000,180.20,190425,1.135,1.139,
170531.600,A,54.6590463,N,020.6531892,E,0.000,201.30,190425,1.134,1.138,
170531.700,A,54.6590463,N,020.6531877,E,0.000,221.28,190425,1.133,1.137,
170531.800,A,54.6590463,N,020.6531858,E,0.000,245.90,190425,1.133,1.137,
170531.900,A,54.6590465,N,020.6531840,E,0.000,259.67,190425,1.137,1.141,
170532.000,A,54.6590465,N,020.6531830,E,0.000,264.51,190425,1.136,1.141,
170532.100,A,54.6590465,N,020.6531820,E,0.000,268.31,190425,1.133,1.138,
170532.200,A,54.6590465,N,020.6531810,E,0.000,270.62,190425,1.134,1.138,
170532.300,A,54.6590465,N,020.6531797,E,0.000,273.31,190425,1.133,1.137,
170532.400,A,54.6590467,N,020.6531785,E,0.000,275.82,190425,1.132,1.136,
170532.500,A,54.6590467,N,020.6531772,E,0.000,277.47,190425,1.132,1.136,
170532.600,A,54.6590468,N,020.6531760,E,0.000,278.13,190425,1.132,1.136,
170532.700,A,54.6590468,N,020.6531748,E,0.000,277.87,190425,1.133,1.138,
170532.800,A,54.6590468,N,020.6531735,E,0.000,277.84,190425,1.136,1.140,
170532.900,A,54.6590468,N,020.6531723,E,0.000,278.14,190425,1.138,1.141,
170533.000,A,54.6590468,N,020.6531712,E,0.000,278.61,190425,1.137,1.140,
170533.100,A,54.6590468,N,020.6531695,E,0.000,277.24,190425,1.134,1.139,
170533.200,A,54.6590467,N,020.6531677,E,0.000,276.28,190425,1.132,1.136,
170533.300,A,54.6590467,N,020.6531662,E,0.000,275.33,190425,1.132,1.136,
170533.400,A,54.6590467,N,020.6531647,E,0.000,275.16,190425,1.132,1.137,
170533.500,A,54.6590465,N,020.6531632,E,0.000,273.95,190425,1.134,1.138,
170533.600,A,54.6590463,N,020.6531617,E,0.000,272.90,190425,1.134,1.138,
170533.700,A,54.6590460,N,020.6531598,E,0.000,269.65,190425,1.133,1.138,
170533.800,A,54.6590460,N,020.6531580,E,0.000,269.37,190425,1.135,1.140,
170533.900,A,54.6590457,N,020.6531565,E,0.000,268.36,190425,1.135,1.139,
170534.000,A,54.6590457,N,020.6531552,E,0.000,267.73,190425,1.134,1.138,
170534.100,A,54.6590455,N,020.6531540,E,0.000,266.87,190425,1.132,1.137,
170534.200,A,54.6590455,N,020.6531525,E,0.000,267.52,190425,1.131,1.136,
170534.300,A,54.6590455,N,020.6531512,E,0.000,268.24,190425,1.132,1.137,
170534.400,A,54.6590455,N,020.6531497,E,0.000,268.69,190425,1.133,1.137,
170534.500,A,54.6590455,N,020.6531483,E,0.000,268.86,190425,1.134,1.138,
170534.600,A,54.6590455,N,020.6531472,E,0.000,268.54,190425,1.132,1.137,
170534.700,A,54.6590453,N,020.6531457,E,0.000,268.24,190425,1.133,1.137,
170534.800,A,54.6590453,N,020.6531443,E,0.000,268.13,190425,1.133,1.136,
170534.900,A,54.6590455,N,020.6531430,E,0.000,267.86,190425,1.133,1.137,
170535.000,A,54.6590455,N,020.6531417,E,0.000,267.76,190425,1.135,1.140,
170535.100,A,54.6590455,N,020.6531405,E,0.000,267.92,190425,1.137,1.141,
170535.200,A,54.6590457,N,020.6531392,E,0.000,268.35,190425,1.136,1.140,
170535.300,A,54.6590458,N,020.6531380,E,0.000,268.74,190425,1.134,1.139,
170535.400,A,54.6590458,N,020.6531368,E,0.000,269.29,190425,1.132,1.135,
170535.500,A,54.6590460,N,020.6531358,E,0.000,269.71,190425,1.130,1.135,
170535.600,A,54.6590462,N,020.6531347,E,0.000,269.78,190425,1.133,1.137,
170535.700,A,54.6590465,N,020.6531335,E,0.000,270.44,190425,1.133,1.137,
170535.800,A,54.6590467,N,020.6531325,E,0.000,270.77,190425,1.136,1.140,
170536.000,A,54.6590468,N,020.6531302,E,0.000,271.26,190425,1.136,1.140,
170536.100,A,54.6590470,N,020.6531292,E,0.000,271.79,190425,1.134,1.139,
170536.200,A,54.6590472,N,020.6531277,E,0.000,271.30,190425,1.135,1.139,
170536.300,A,54.6590472,N,020.6531265,E,0.000,271.26,190425,1.137,1.142,
170536.400,A,54.6590472,N,020.6531252,E,0.000,271.21,190425,1.136,1.140,
170536.500,A,54.6590468,N,020.6531243,E,0.000,264.87,190425,1.133,1.138,
170536.600,A,54.6590463,N,020.6531235,E,0.000,261.67,190425,1.131,1.136,
170536.700,A,54.6590462,N,020.6531225,E,0.000,260.06,190425,1.132,1.137,
170536.800,A,54.6590455,N,020.6531217,E,0.000,255.18,190425,1.133,1.138,
170536.900,A,54.6590450,N,020.6531210,E,0.000,251.42,190425,1.133,1.138,
170537.000,A,54.6590445,N,020.6531205,E,0.000,247.77,190425,1.132,1.137,
170537.100,A,54.6590437,N,020.6531205,E,0.000,243.06,190425,1.133,1.137,
170537.200,A,54.6590428,N,020.6531208,E,0.000,234.84,190425,1.134,1.138,
170537.300,A,54.6590423,N,020.6531213,E,0.000,230.87,190425,1.133,1.138,
170537.400,A,54.6590415,N,020.6531220,E,0.000,223.77,190425,1.135,1.139,
170537.500,A,54.6590408,N,020.6531223,E,0.000,220.01,190425,1.134,1.138,
170537.600,A,54.6590403,N,020.6531225,E,0.000,217.41,190425,1.132,1.137,
170537.700,A,54.6590397,N,020.6531232,E,0.000,211.66,190425,1.131,1.136,
170537.800,A,54.6590392,N,020.6531233,E,0.000,208.80,190425,1.132,1.136,
170537.900,A,54.6590388,N,020.6531237,E,0.000,203.67,190425,1.133,1.137,
170538.000,A,54.6590387,N,020.6531243,E,0.000,196.99,190425,1.135,1.138,
170538.100,A,54.6590382,N,020.6531252,E,0.000,188.25,190425,1.134,1.139,
170538.200,A,54.6590380,N,020.6531257,E,0.000,181.45,190425,1.135,1.140,
170538.300,A,54.6590377,N,020.6531270,E,0.000,169.73,190425,1.135,1.139,
170538.400,A,54.6590375,N,020.6531280,E,0.000,161.63,190425,1.133,1.138,
170538.500,A,54.6590373,N,020.6531295,E,0.000,148.52,190425,1.132,1.136,
170538.600,A,54.6590370,N,020.6531312,E,0.000,140.25,190425,1.130,1.135,
170538.700,A,54.6590367,N,020.6531322,E,0.000,136.31,190425,1.134,1.138,
170538.800,A,54.6590363,N,020.6531337,E,0.000,132.34,190425,1.134,1.138,
170538.900,A,54.6590360,N,020.6531347,E,0.000,129.31,190425,1.132,1.137,
170539.000,A,54.6590357,N,020.6531360,E,0.000,125.14,190425,1.133,1.138,
170539.100,A,54.6590355,N,020.6531372,E,0.000,121.77,190425,1.133,1.137,
170539.200,A,54.6590352,N,020.6531383,E,0.000,119.07,190425,1.131,1.135,
170539.300,A,54.6590347,N,020.6531397,E,0.000,118.14,190425,1.133,1.137,
170539.400,A,54.6590343,N,020.6531408,E,0.000,117.72,190425,1.133,1.138,
170539.500,A,54.6590342,N,020.6531417,E,0.000,116.79,190425,1.133,1.137,
170539.600,A,54.6590338,N,020.6531427,E,0.000,115.03,190425,1.132,1.136,
170539.700,A,54.6590337,N,020.6531437,E,0.000,113.79,190425,1.132,1.136,
170539.800,A,54.6590337,N,020.6531445,E,0.000,110.89,190425,1.132,1.136,
170539.900,A,54.6590333,N,020.6531458,E,0.000,108.44,190425,1.132,1.137,
170540.000,A,54.6590335,N,020.6531467,E,0.000,105.14,190425,1.133,1.138,
170540.100,A,54.6590335,N,020.6531478,E,0.000,101.80,190425,1.132,1.136,
170540.200,A,54.6590335,N,020.6531492,E,0.000,99.22,190425,1.133,1.138,
170540.300,A,54.6590337,N,020.6531502,E,0.000,94.15,190425,1.134,1.138,
170540.400,A,54.6590335,N,020.6531512,E,0.000,95.12,190425,1.132,1.137,
170540.500,A,54.6590333,N,020.6531525,E,0.000,96.92,190425,1.131,1.136,
170540.600,A,54.6590335,N,020.6531532,E,0.000,94.12,190425,1.131,1.137,
170540.700,A,54.6590333,N,020.6531542,E,0.000,94.06,190425,1.135,1.139,
170540.800,A,54.6590333,N,020.6531553,E,1.557,93.40,190425,1.135,1.139,
170540.900,A,54.6590335,N,020.6531562,E,0.000,90.17,190425,1.133,1.139,
170541.000,A,54.6590332,N,020.6531573,E,1.569,94.62,190425,1.133,1.137,
170541.100,A,54.6590332,N,020.6531582,E,0.000,92.82,190425,1.132,1.137,
170541.200,A,54.6590330,N,020.6531592,E,0.000,96.37,190425,1.133,1.137,
170541.300,A,54.6590330,N,020.6531597,E,0.000,94.74,190425,1.133,1.137,
170541.400,A,54.6590328,N,020.6531605,E,0.000,95.98,190425,1.132,1.136,
170541.500,A,54.6590332,N,020.6531608,E,0.000,92.11,190425,1.132,1.136,
170541.600,A,54.6590330,N,020.6531618,E,0.000,94.64,190425,1.131,1.136,
170541.700,A,54.6590328,N,020.6531627,E,0.000,95.80,190425,1.131,1.136,
170541.800,A,54.6590330,N,020.6531632,E,0.000,92.02,190425,1.132,1.136,
170541.900,A,54.6590327,N,020.6531642,E,0.000,97.32,190425,1.131,1.136,
170542.000,A,54.6590328,N,020.6531648,E,0.000,90.21,190425,1.134,1.138,
170542.100,A,54.6590325,N,020.6531660,E,0.000,95.64,190425,1.136,1.140,
170542.200,A,54.6590327,N,020.6531667,E,0.000,90.95,190425,1.136,1.140,
170542.300,A,54.6590323,N,020.6531675,E,0.000,96.94,190425,1.138,1.142,
170542.400,A,54.6590325,N,020.6531685,E,0.000,93.13,190425,1.136,1.140,
170542.500,A,54.6590323,N,020.6531695,E,0.000,93.87,190425,1.134,1.138,
170542.600,A,54.6590325,N,020.6531705,E,0.000,90.82,190425,1.132,1.136,
170542.700,A,54.6590323,N,020.6531717,E,0.000,92.69,190425,1.132,1.136,
170542.800,A,54.6590323,N,020.6531727,E,0.000,89.62,190425,1.131,1.135,
170542.900,A,54.6590320,N,020.6531737,E,0.000,95.44,190425,1.131,1.135,
170543.000,A,54.6590320,N,020.6531745,E,0.000,92.11,190425,1.131,1.135,
170543.100,A,54.6590320,N,020.6531750,E,0.000,92.82,190425,1.130,1.135,
170543.200,A,54.6590322,N,020.6531757,E,0.000,87.09,190425,1.130,1.135,
170543.300,A,54.6590322,N,020.6531765,E,0.000,85.91,190425,1.134,1.138,
170543.400,A,54.6590325,N,020.6531775,E,0.000,79.95,190425,1.133,1.138,
170543.500,A,54.6590325,N,020.6531777,E,0.000,81.62,190425,1.133,1.137,
170543.600,A,54.6590327,N,020.6531782,E,0.000,79.74,190425,1.132,1.137,
170543.700,A,54.6590327,N,020.6531790,E,0.000,80.54,190425,1.130,1.135,
170543.800,A,54.6590327,N,020.6531798,E,0.000,79.88,190425,1.131,1.135,
170543.900,A,54.6590330,N,020.6531800,E,0.000,70.68,190425,1.130,1.135,
170544.000,A,54.6590328,N,020.6531812,E,0.000,78.34,190425,1.130,1.135,
170544.100,A,54.6590332,N,020.6531818,E,0.000,73.01,190425,1.131,1.135,
170544.200,A,54.6590328,N,020.6531830,E,0.000,78.86,190425,1.131,1.135,
170544.300,A,54.6590330,N,020.6531838,E,0.000,75.39,190425,1.130,1.135,
170544.400,A,54.6590333,N,020.6531843,E,0.000,71.07,190425,1.131,1.136,
170544.500,A,54.6590332,N,020.6531853,E,0.000,77.22,190425,1.132,1.136,
170544.600,A,54.6590333,N,020.6531860,E,0.000,73.13,190425,1.132,1.136,
170544.700,A,54.6590335,N,020.6531868,E,0.000,72.41,190425,1.130,1.135,
170544.800,A,54.6590340,N,020.6531877,E,0.000,66.63,190425,1.131,1.134,
170544.900,A,54.6590340,N,020.6531883,E,0.000,66.98,190425,1.131,1.136,
170545.000,A,54.6590347,N,020.6531890,E,0.000,60.14,190425,1.131,1.136,
170545.100,A,54.6590352,N,020.6531897,E,0.000,55.79,190425,1.130,1.135,
170545.200,A,54.6590357,N,020.6531905,E,0.000,53.45,190425,1.130,1.135,
170545.300,A,54.6590363,N,020.6531910,E,0.000,50.36,190425,1.133,1.138,
170545.400,A,54.6590368,N,020.6531918,E,0.000,48.22,190425,1.133,1.138,
170545.500,A,54.6590373,N,020.6531925,E,0.000,46.74,190425,1.133,1.137,
170545.600,A,54.6590378,N,020.6531930,E,0.000,45.54,190425,1.132,1.137,
170545.700,A,54.6590385,N,020.6531935,E,0.000,43.35,190425,1.131,1.135,
170545.800,A,54.6590392,N,020.6531937,E,0.000,40.92,190425,1.132,1.136,
170545.900,A,54.6590398,N,020.6531940,E,0.000,40.10,190425,1.132,1.137,
170546.000,A,54.6590405,N,020.6531938,E,0.000,35.40,190425,1.132,1.136,
170546.100,A,54.6590412,N,020.6531945,E,0.000,35.51,190425,1.134,1.138,
170546.200,A,54.6590420,N,020.6531943,E,0.000,30.84,190425,1.133,1.137,
170546.300,A,54.6590427,N,020.6531945,E,0.000,28.48,190425,1.133,1.137,
170546.400,A,54.6590435,N,020.6531945,E,0.000,25.95,190425,1.132,1.136,
170546.500,A,54.6590443,N,020.6531945,E,0.000,24.60,190425,1.133,1.137,
170546.600,A,54.6590452,N,020.6531942,E,0.000,21.20,190425,1.133,1.137,
170546.700,A,54.6590458,N,020.6531945,E,0.000,21.73,190425,1.132,1.137,
170546.800,A,54.6590465,N,020.6531937,E,0.000,16.08,190425,1.132,1.137,
170546.900,A,54.6590472,N,020.6531935,E,0.000,14.14,190425,1.132,1.136,
170547.000,A,54.6590480,N,020.6531938,E,0.000,16.36,190425,1.134,1.138,
170547.100,A,54.6590487,N,020.6531933,E,0.000,13.51,190425,1.137,1.141,
170547.200,A,54.6590497,N,020.6531935,E,0.000,14.41,190425,1.135,1.140,
170547.300,A,54.6590507,N,020.6531933,E,1.555,12.31,190425,1.135,1.140,
