UTC time,state,latitude,N/S Indication,longitude,E/W indication,Ground speed,position,date,f2,f3
170441.800,A,54.6590505,N,020.6531063,E,0.000,26.58,190425,1.133,1.137,
170441.900,A,54.6590510,N,020.6531068,E,0.000,26.58,190425,1.136,1.140,
170442.000,A,54.6590515,N,020.6531072,E,0.000,26.58,190425,1.136,1.140,
170442.100,A,54.6590522,N,020.6531080,E,0.000,26.58,190425,1.135,1.139,
170442.200,A,54.6590527,N,020.6531087,E,0.000,26.58,190425,1.132,1.137,
170442.300,A,54.6590530,N,020.6531087,E,0.000,26.58,190425,1.136,1.139,
170442.400,A,54.6590532,N,020.6531080,E,0.000,26.58,190425,1.136,1.139,
170442.500,A,54.6590535,N,020.6531080,E,0.000,26.58,190425,1.133,1.138,
170442.600,A,54.6590538,N,020.6531078,E,0.000,26.58,190425,1.134,1.138,
170442.700,A,54.6590542,N,020.6531078,E,0.000,26.58,190425,1.134,1.138,
170442.800,A,54.6590545,N,020.6531080,E,0.000,26.58,190425,1.132,1.137,
170442.900,A,54.6590545,N,020.6531073,E,0.000,26.58,190425,1.133,1.137,
170443.000,A,54.6590547,N,020.6531065,E,0.000,26.58,190425,1.132,1.136,
170443.100,A,54.6590548,N,020.6531055,E,0.000,26.58,190425,1.133,1.137,
170443.200,A,54.6590550,N,020.6531047,E,0.000,26.58,190425,1.132,1.136,
170443.300,A,54.6590552,N,020.6531042,E,0.000,26.58,190425,1.131,1.135,
170443.400,A,54.6590553,N,020.6531038,E,0.000,26.58,190425,1.130,1.135,
170443.500,A,54.6590553,N,020.6531032,E,0.000,26.58,190425,1.132,1.137,
170443.600,A,54.6590555,N,020.6531025,E,0.000,26.58,190425,1.132,1.136,
170443.700,A,54.6590555,N,020.6531018,E,0.000,26.58,190425,1.132,1.136,
170443.800,A,54.6590557,N,020.6531012,E,0.000,26.58,190425,1.133,1.137,
170443.900,A,54.6590558,N,020.6531008,E,0.000,26.58,190425,1.133,1.137,
170444.000,A,54.6590560,N,020.6531002,E,0.000,26.58,190425,1.135,1.139,
170444.100,A,54.6590563,N,020.6530997,E,0.000,26.58,190425,1.137,1.141,
170444.200,A,54.6590568,N,020.6530993,E,0.000,26.58,190425,1.135,1.140,
170444.300,A,54.6590572,N,020.6530992,E,0.000,26.58,190425,1.133,1.138,
170444.400,A,54.6590573,N,020.6530980,E,0.000,26.58,190425,1.134,1.138,
170444.500,A,54.6590573,N,020.6530970,E,0.000,26.58,190425,1.133,1.137,
170444.600,A,54.6590577,N,020.6530967,E,0.000,26.58,190425,1.131,1.136,
170444.700,A,54.6590582,N,020.6530963,E,0.000,26.58,190425,1.132,1.137,
170444.800,A,54.6590585,N,020.6530960,E,0.000,26.58,190425,1.132,1.136,
170444.900,A,54.6590592,N,020.6530957,E,0.000,26.58,190425,1.133,1.138,
170445.000,A,54.6590597,N,020.6530957,E,0.000,26.58,190425,1.133,1.137,
170445.100,A,54.6590602,N,020.6530953,E,0.000,26.58,190425,1.134,1.138,
170445.200,A,54.6590607,N,020.6530952,E,0.000,26.58,190425,1.136,1.139,
170445.300,A,54.6590607,N,020.6530947,E,0.000,26.58,190425,1.135,1.139,
170445.400,A,54.6590610,N,020.6530943,E,0.000,26.58,190425,1.133,1.137,
170445.500,A,54.6590612,N,020.6530938,E,0.000,26.58,190425,1.132,1.136,
170445.600,A,54.6590612,N,020.6530935,E,0.000,26.58,190425,1.133,1.137,
170445.700,A,54.6590612,N,020.6530928,E,0.000,26.58,190425,1.135,1.139,
170445.800,A,54.6590615,N,020.6530925,E,0.000,26.58,190425,1.137,1.141,
170445.900,A,54.6590617,N,020.6530920,E,0.000,26.58,190425,1.137,1.141,
170446.000,A,54.6590618,N,020.6530915,E,0.000,26.58,190425,1.135,1.138,
170446.100,A,54.6590620,N,020.6530908,E,0.000,26.58,190425,1.133,1.137,
170446.200,A,54.6590622,N,020.6530900,E,0.000,26.58,190425,1.132,1.136,
170446.300,A,54.6590623,N,020.6530892,E,0.000,26.58,190425,1.135,1.138,
170446.400,A,54.6590623,N,020.6530885,E,0.000,26.58,190425,1.133,1.137,
170446.500,A,54.6590623,N,020.6530877,E,0.000,26.58,190425,1.135,1.139,
170446.600,A,54.6590622,N,020.6530868,E,0.000,26.58,190425,1.138,1.142,
170446.700,A,54.6590620,N,020.6530858,E,0.000,26.58,190425,1.138,1.141,
170446.800,A,54.6590618,N,020.6530848,E,0.000,26.58,190425,1.135,1.139,
170446.900,A,54.6590617,N,020.6530840,E,0.000,26.58,190425,1.135,1.138,
170447.000,A,54.6590615,N,020.6530830,E,0.000,26.58,190425,1.136,1.139,
170447.100,A,54.6590605,N,020.6530802,E,0.000,305.02,190425,1.136,1.140,
170447.200,A,54.6590593,N,020.6530768,E,0.000,257.85,190425,1.134,1.137,
170447.300,A,54.6590582,N,020.6530733,E,0.000,253.17,190425,1.135,1.138,
170447.400,A,54.6590578,N,020.6530720,E,0.000,251.57,190425,1.135,1.139,
170447.500,A,54.6590575,N,020.6530708,E,0.000,251.40,190425,1.136,1.140,
170447.700,A,54.6590563,N,020.6530662,E,0.000,256.00,190425,1.135,1.139,
170447.800,A,54.6590557,N,020.6530633,E,0.000,257.86,190425,1.134,1.138,
170447.900,A,54.6590548,N,020.6530610,E,0.000,257.80,190425,1.136,1.140,
170448.000,A,54.6590542,N,020.6530587,E,0.000,257.56,190425,1.136,1.140,
170448.100,A,54.6590537,N,020.6530565,E,0.000,257.64,190425,1.133,1.137,
170448.200,A,54.6590533,N,020.6530545,E,0.000,258.67,190425,1.134,1.138,
170448.300,A,54.6590530,N,020.6530527,E,0.000,260.42,190425,1.135,1.140,
170448.400,A,54.6590527,N,020.6530508,E,0.000,261.68,190425,1.134,1.138,
170448.500,A,54.6590525,N,020.6530490,E,0.000,263.30,190425,1.133,1.138,
170448.600,A,54.6590523,N,020.6530472,E,0.000,265.56,190425,1.133,1.137,
170448.700,A,54.6590523,N,020.6530455,E,0.000,267.84,190425,1.133,1.137,
170448.800,A,54.6590523,N,020.6530438,E,0.000,269.90,190425,1.135,1.139,
170448.900,A,54.6590523,N,020.6530425,E,0.000,271.20,190425,1.137,1.141,
170449.000,A,54.6590525,N,020.6530412,E,0.000,272.15,190425,1.136,1.140,
170449.100,A,54.6590525,N,020.6530398,E,0.000,272.78,190425,1.134,1.137,
170449.200,A,54.6590527,N,020.6530388,E,0.000,273.23,190425,1.135,1.139,
170449.300,A,54.6590528,N,020.6530378,E,0.000,273.40,190425,1.134,1.138,
170449.400,A,54.6590530,N,020.6530370,E,0.000,273.55,190425,1.133,1.137,
170449.500,A,54.6590530,N,020.6530370,E,0.000,272.28,190425,1.133,1.137,
170449.600,A,54.6590530,N,020.6530363,E,0.000,271.90,190425,1.132,1.136,
170449.700,A,54.6590532,N,020.6530357,E,0.000,271.42,190425,1.133,1.137,
170449.800,A,54.6590533,N,020.6530352,E,0.000,270.92,190425,1.131,1.136,
170449.900,A,54.6590537,N,020.6530348,E,0.000,271.02,190425,1.132,1.136,
170450.000,A,54.6590540,N,020.6530345,E,0.000,270.97,190425,1.133,1.137,
170450.100,A,54.6590543,N,020.6530343,E,0.000,270.65,190425,1.132,1.136,
170450.200,A,54.6590547,N,020.6530343,E,0.000,270.06,190425,1.133,1.137,
170450.300,A,54.6590550,N,020.6530343,E,0.000,269.54,190425,1.132,1.136,
170450.400,A,54.6590553,N,020.6530342,E,0.000,269.32,190425,1.134,1.138,
170450.500,A,54.6590555,N,020.6530342,E,0.000,268.81,190425,1.135,1.139,
170450.600,A,54.6590560,N,020.6530342,E,0.000,268.83,190425,1.135,1.139,
170450.700,A,54.6590563,N,020.6530340,E,0.000,268.61,190425,1.135,1.139,
170450.800,A,54.6590567,N,020.6530340,E,0.000,268.09,190425,1.133,1.138,
170450.900,A,54.6590570,N,020.6530342,E,0.000,267.14,190425,1.133,1.137,
170451.000,A,54.6590573,N,020.6530342,E,0.000,267.13,190425,1.133,1.138,
170451.100,A,54.6590577,N,020.6530342,E,0.000,267.10,190425,1.133,1.137,
170451.200,A,54.6590578,N,020.6530345,E,0.000,267.07,190425,1.133,1.138,
170451.300,A,54.6590580,N,020.6530343,E,0.000,267.01,190425,1.135,1.139,
170451.400,A,54.6590582,N,020.6530343,E,0.000,266.94,190425,1.135,1.139,
170451.500,A,54.6590582,N,020.6530342,E,0.000,266.85,190425,1.134,1.139,
170451.600,A,54.6590583,N,020.6530340,E,0.000,266.73,190425,1.133,1.138,
170451.700,A,54.6590583,N,020.6530337,E,0.000,266.59,190425,1.133,1.138,
170451.800,A,54.6590580,N,020.6530340,E,0.000,266.36,190425,1.135,1.140,
170451.900,A,54.6590578,N,020.6530340,E,0.000,266.06,190425,1.135,1.139,
170452.000,A,54.6590575,N,020.6530345,E,0.000,265.68,190425,1.135,1.140,
170452.200,A,54.6590565,N,020.6530367,E,0.000,231.26,190425,1.134,1.137,
170452.300,A,54.6590563,N,020.6530378,E,0.000,223.59,190425,1.131,1.136,
170452.400,A,54.6590560,N,020.6530390,E,0.000,212.48,190425,1.133,1.137,
170452.600,A,54.6590558,N,020.6530412,E,0.000,193.97,190425,1.135,1.139,
170452.700,A,54.6590557,N,020.6530417,E,0.000,190.26,190425,1.134,1.138,
170452.800,A,54.6590557,N,020.6530427,E,0.000,179.98,190425,1.134,1.138,
170452.900,A,54.6590555,N,020.6530428,E,0.000,183.35,190425,1.136,1.139,
170453.000,A,54.6590552,N,020.6530443,E,0.000,174.42,190425,1.136,1.140,
170453.100,A,54.6590553,N,020.6530457,E,0.000,171.65,190425,1.137,1.140,
170453.200,A,54.6590557,N,020.6530488,E,0.000,153.60,190425,1.137,1.141,
170453.300,A,54.6590562,N,020.6530512,E,0.000,146.51,190425,1.136,1.141,
170453.400,A,54.6590567,N,020.6530543,E,0.000,135.09,190425,1.135,1.139,
170453.500,A,54.6590572,N,020.6530572,E,0.000,128.26,190425,1.133,1.137,
170453.600,A,54.6590575,N,020.6530590,E,0.000,125.05,190425,1.133,1.137,
170453.700,A,54.6590578,N,020.6530615,E,0.000,117.45,190425,1.134,1.138,
170453.800,A,54.6590580,N,020.6530635,E,0.000,115.46,190425,1.134,1.139,
170453.900,A,54.6590583,N,020.6530655,E,0.000,111.73,190425,1.133,1.137,
170454.000,A,54.6590592,N,020.6530673,E,0.000,103.11,190425,1.133,1.138,
170454.100,A,54.6590598,N,020.6530693,E,0.000,98.71,190425,1.134,1.139,
170454.200,A,54.6590607,N,020.6530710,E,0.000,91.04,190425,1.135,1.139,
170454.300,A,54.6590612,N,020.6530723,E,0.000,89.15,190425,1.133,1.137,
170454.400,A,54.6590618,N,020.6530745,E,0.000,86.87,190425,1.134,1.138,
170454.500,A,54.6590625,N,020.6530762,E,0.000,86.46,190425,1.133,1.138,
170454.600,A,54.6590630,N,020.6530782,E,0.000,85.85,190425,1.134,1.139,
170454.700,A,54.6590635,N,020.6530798,E,0.000,84.83,190425,1.135,1.139,
170454.800,A,54.6590633,N,020.6530822,E,0.000,90.60,190425,1.137,1.140,
170454.900,A,54.6590635,N,020.6530842,E,0.000,92.99,190425,1.134,1.139,
170455.000,A,54.6590637,N,020.6530862,E,0.000,94.38,190425,1.134,1.138,
170455.100,A,54.6590642,N,020.6530873,E,0.000,92.00,190425,1.134,1.138,
170455.200,A,54.6590642,N,020.6530892,E,0.000,97.24,190425,1.132,1.136,
170455.300,A,54.6590645,N,020.6530908,E,0.000,88.26,190425,1.133,1.137,
170455.400,A,54.6590648,N,020.6530922,E,0.000,82.93,190425,1.132,1.137,
170455.500,A,54.6590650,N,020.6530938,E,0.000,95.48,190425,1.132,1.137,
170455.600,A,54.6590653,N,020.6530953,E,0.000,89.09,190425,1.133,1.137,
170455.700,A,54.6590655,N,020.6530973,E,0.000,92.03,190425,1.133,1.137,
170455.800,A,54.6590660,N,020.6530985,E,0.000,87.17,190425,1.132,1.137,
170455.900,A,54.6590662,N,020.6531002,E,0.000,87.61,190425,1.133,1.138,
170456.000,A,54.6590665,N,020.6531015,E,0.000,87.10,190425,1.136,1.140,
170456.100,A,54.6590667,N,020.6531032,E,0.000,90.03,190425,1.135,1.139,
170456.200,A,54.6590668,N,020.6531043,E,0.000,88.93,190425,1.134,1.138,
170456.300,A,54.6590668,N,020.6531057,E,0.000,91.65,190425,1.136,1.140,
170456.400,A,54.6590672,N,020.6531072,E,0.000,90.09,190425,1.135,1.140,
170456.500,A,54.6590672,N,020.6531085,E,0.000,90.92,190425,1.136,1.139,
170456.600,A,54.6590673,N,020.6531098,E,0.000,91.92,190425,1.136,1.139,
170456.700,A,54.6590675,N,020.6531112,E,0.000,91.74,190425,1.134,1.138,
170456.800,A,54.6590675,N,020.6531120,E,0.000,92.62,190425,1.134,1.137,
170456.900,A,54.6590677,N,020.6531132,E,0.000,92.34,190425,1.133,1.137,
170457.000,A,54.6590678,N,020.6531140,E,0.000,91.33,190425,1.131,1.136,
170457.100,A,54.6590680,N,020.6531152,E,0.000,91.36,190425,1.130,1.135,
170457.200,A,54.6590680,N,020.6531165,E,0.000,90.71,190425,1.131,1.135,
170457.300,A,54.6590682,N,020.6531180,E,0.000,90.67,190425,1.131,1.137,
170457.400,A,54.6590683,N,020.6531188,E,0.000,88.72,190425,1.131,1.136,
170457.500,A,54.6590687,N,020.6531200,E,0.000,87.02,190425,1.130,1.135,
170457.600,A,54.6590688,N,020.6531208,E,0.000,85.68,190425,1.130,1.135,
170457.700,A,54.6590688,N,020.6531220,E,0.000,87.95,190425,1.132,1.136,
170457.800,A,54.6590692,N,020.6531228,E,0.000,85.04,190425,1.135,1.138,
170457.900,A,54.6590690,N,020.6531242,E,0.000,88.66,190425,1.135,1.140,
170458.000,A,54.6590690,N,020.6531255,E,0.000,90.00,190425,1.134,1.138,
170458.100,A,54.6590690,N,020.6531268,E,0.000,91.45,190425,1.132,1.136,
170458.200,A,54.6590690,N,020.6531280,E,0.000,93.01,190425,1.131,1.136,
170458.300,A,54.6590690,N,020.6531293,E,0.000,94.41,190425,1.132,1.137,
170458.400,A,54.6590690,N,020.6531303,E,0.000,92.81,190425,1.132,1.136,
170458.500,A,54.6590692,N,020.6531313,E,0.000,93.01,190425,1.134,1.138,
170458.600,A,54.6590692,N,020.6531325,E,0.000,93.02,190425,1.134,1.137,
170458.700,A,54.6590692,N,020.6531335,E,0.000,93.04,190425,1.132,1.136,
170458.800,A,54.6590692,N,020.6531347,E,0.000,93.08,190425,1.133,1.136,
170458.900,A,54.6590692,N,020.6531355,E,0.000,93.11,190425,1.134,1.138,
170459.000,A,54.6590693,N,020.6531362,E,0.000,93.08,190425,1.137,1.141,
170459.100,A,54.6590695,N,020.6531370,E,0.000,93.06,190425,1.137,1.141,
170459.200,A,54.6590695,N,020.6531378,E,0.000,93.04,190425,1.135,1.138,
170459.300,A,54.6590695,N,020.6531387,E,0.000,93.04,190425,1.136,1.139,
170459.400,A,54.6590695,N,020.6531395,E,0.000,93.04,190425,1.137,1.140,
170459.500,A,54.6590693,N,020.6531405,E,0.000,93.10,190425,1.135,1.138,
170459.600,A,54.6590692,N,020.6531413,E,0.000,93.17,190425,1.135,1.139,
170459.700,A,54.6590690,N,020.6531423,E,0.000,93.28,190425,1.136,1.139,
170459.800,A,54.6590690,N,020.6531432,E,0.000,93.38,190425,1.137,1.140,
170459.900,A,54.6590688,N,020.6531440,E,0.000,93.52,190425,1.139,1.142,
170500.000,A,54.6590687,N,020.6531450,E,0.000,93.71,190425,1.140,1.143,
170500.100,A,54.6590687,N,020.6531458,E,0.000,93.87,190425,1.139,1.142,
170500.200,A,54.6590685,N,020.6531467,E,0.000,94.02,190425,1.137,1.140,
170500.300,A,54.6590683,N,020.6531473,E,0.000,94.20,190425,1.134,1.137,
170500.400,A,54.6590682,N,020.6531485,E,0.000,94.36,190425,1.134,1.139,
170500.500,A,54.6590680,N,020.6531490,E,0.000,94.55,190425,1.134,1.137,
170500.600,A,54.6590680,N,020.6531497,E,0.000,94.72,190425,1.134,1.138,
170500.700,A,54.6590682,N,020.6531505,E,0.000,94.81,190425,1.135,1.138,
170500.800,A,54.6590680,N,020.6531508,E,0.000,94.96,190425,1.135,1.138,
170500.900,A,54.6590677,N,020.6531513,E,0.000,95.15,190425,1.135,1.138,
170501.000,A,54.6590672,N,020.6531517,E,0.000,95.40,190425,1.134,1.137,
170501.100,A,54.6590667,N,020.6531525,E,0.000,95.71,190425,1.132,1.136,
170501.200,A,54.6590663,N,020.6531530,E,0.000,96.04,190425,1.133,1.137,
170501.300,A,54.6590662,N,020.6531537,E,0.000,96.37,190425,1.135,1.138,
170501.400,A,54.6590660,N,020.6531543,E,0.000,96.69,190425,1.134,1.137,
170501.500,A,54.6590658,N,020.6531550,E,0.000,96.99,190425,1.132,1.136,
170501.600,A,54.6590657,N,020.6531552,E,0.000,97.28,190425,1.133,1.137,
170501.700,A,54.6590655,N,020.6531560,E,0.000,97.56,190425,1.135,1.138,
170501.800,A,54.6590653,N,020.6531565,E,0.000,97.83,190425,1.136,1.138,
170501.900,A,54.6590652,N,020.6531573,E,0.000,98.11,190425,1.136,1.139,
170502.000,A,54.6590648,N,020.6531580,E,0.000,98.40,190425,1.136,1.139,
170502.100,A,54.6590645,N,020.6531588,E,0.000,98.70,190425,1.136,1.140,
170502.200,A,54.6590643,N,020.6531593,E,0.000,99.01,190425,1.136,1.140,
170502.300,A,54.6590640,N,020.6531598,E,0.000,99.32,190425,1.133,1.137,
170502.400,A,54.6590638,N,020.6531605,E,0.000,99.63,190425,1.132,1.135,
170502.500,A,54.6590635,N,020.6531610,E,0.000,99.96,190425,1.132,1.136,
170502.600,A,54.6590633,N,020.6531615,E,0.000,100.29,190425,1.132,1.136,
170502.800,A,54.6590628,N,020.6531625,E,0.000,100.96,190425,1.131,1.136,
170502.900,A,54.6590625,N,020.6531628,E,0.000,101.30,190425,1.134,1.138,
170503.000,A,54.6590623,N,020.6531632,E,0.000,101.64,190425,1.137,1.140,
170503.200,A,54.6590618,N,020.6531638,E,0.000,102.32,190425,1.133,1.137,
170503.300,A,54.6590617,N,020.6531642,E,0.000,102.65,190425,1.133,1.137,
170503.400,A,54.6590617,N,020.6531645,E,0.000,102.97,190425,1.133,1.136,
170503.500,A,54.6590615,N,020.6531648,E,0.000,103.28,190425,1.133,1.137,
170503.600,A,54.6590612,N,020.6531650,E,0.000,103.59,190425,1.134,1.138,
170503.700,A,54.6590612,N,020.6531655,E,0.000,103.89,190425,1.132,1.137,
170503.800,A,54.6590610,N,020.6531658,E,0.000,104.17,190425,1.133,1.137,
170503.900,A,54.6590612,N,020.6531663,E,0.000,104.43,190425,1.133,1.137,
170504.000,A,54.6590613,N,020.6531667,E,0.000,104.66,190425,1.132,1.136,
170504.100,A,54.6590613,N,020.6531668,E,0.000,104.87,190425,1.132,1.136,
170504.200,A,54.6590615,N,020.6531670,E,0.000,105.06,190425,1.135,1.139,
170504.300,A,54.6590617,N,020.6531672,E,0.000,105.22,190425,1.134,1.137,
170504.400,A,54.6590618,N,020.6531673,E,0.000,105.35,190425,1.133,1.137,
170504.500,A,54.6590618,N,020.6531677,E,0.000,105.48,190425,1.132,1.137,
170504.600,A,54.6590620,N,020.6531680,E,0.000,105.59,190425,1.132,1.136,
170504.700,A,54.6590622,N,020.6531682,E,0.000,105.68,190425,1.133,1.138,
170504.800,A,54.6590622,N,020.6531685,E,0.000,105.76,190425,1.135,1.139,
170504.900,A,54.6590623,N,020.6531688,E,0.000,105.82,190425,1.136,1.139,
170505.000,A,54.6590623,N,020.6531690,E,0.000,105.87,190425,1.137,1.140,
170505.100,A,54.6590627,N,020.6531690,E,0.000,105.89,190425,1.135,1.139,
170505.200,A,54.6590628,N,020.6531692,E,0.000,105.89,190425,1.133,1.137,
170505.300,A,54.6590628,N,020.6531693,E,0.000,105.29,190425,1.133,1.138,
170505.400,A,54.6590630,N,020.6531695,E,0.000,104.26,190425,1.132,1.137,
170505.500,A,54.6590630,N,020.6531697,E,0.000,102.83,190425,1.135,1.140,
170505.600,A,54.6590630,N,020.6531697,E,0.000,102.53,190425,1.134,1.138,
170505.700,A,54.6590630,N,020.6531700,E,0.000,102.67,190425,1.132,1.136,
170505.800,A,54.6590630,N,020.6531705,E,0.000,102.03,190425,1.132,1.137,
170505.900,A,54.6590630,N,020.6531705,E,0.000,101.76,190425,1.132,1.136,
170506.000,A,54.6590632,N,020.6531705,E,0.000,100.77,190425,1.134,1.137,
170506.100,A,54.6590633,N,020.6531703,E,0.000,97.67,190425,1.134,1.137,
170506.200,A,54.6590637,N,020.6531705,E,0.000,94.65,190425,1.133,1.138,
170506.300,A,54.6590640,N,020.6531705,E,0.000,91.46,190425,1.135,1.138,
170506.400,A,54.6590642,N,020.6531703,E,0.000,89.04,190425,1.134,1.138,
170506.500,A,54.6590642,N,020.6531703,E,0.000,87.24,190425,1.134,1.138,
170506.600,A,54.6590643,N,020.6531700,E,0.000,85.25,190425,1.133,1.137,
170506.700,A,54.6590643,N,020.6531698,E,0.000,83.75,190425,1.131,1.135,
170506.800,A,54.6590645,N,020.6531697,E,0.000,81.66,190425,1.134,1.138,
170506.900,A,54.6590647,N,020.6531693,E,0.000,81.66,190425,1.133,1.137,
170507.000,A,54.6590647,N,020.6531688,E,0.000,81.66,190425,1.132,1.137,
170507.100,A,54.6590648,N,020.6531685,E,0.000,81.66,190425,1.132,1.136,
170507.200,A,54.6590652,N,020.6531680,E,0.000,81.66,190425,1.131,1.135,
170507.300,A,54.6590652,N,020.6531677,E,0.000,81.66,190425,1.130,1.135,
170507.400,A,54.6590653,N,020.6531672,E,0.000,81.66,190425,1.125,1.136,
170507.500,A,54.6590655,N,020.6531665,E,0.000,81.66,190425,1.116,1.137,
170507.600,A,54.6590655,N,020.6531657,E,0.000,81.66,190425,1.100,1.137,
170507.700,A,54.6590657,N,020.6531652,E,0.000,81.66,190425,1.103,1.137,
170507.800,A,54.6590658,N,020.6531648,E,0.000,81.66,190425,1.116,1.136,
170507.900,A,54.6590660,N,020.6531645,E,0.000,81.66,190425,1.125,1.137,
170508.000,A,54.6590662,N,020.6531642,E,0.000,81.66,190425,1.130,1.137,
170508.100,A,54.6590663,N,020.6531638,E,0.000,81.66,190425,1.133,1.139,
170508.200,A,54.6590665,N,020.6531635,E,0.000,81.66,190425,1.132,1.137,
170508.400,A,54.6590670,N,020.6531627,E,0.000,81.66,190425,1.132,1.137,
170508.500,A,54.6590672,N,020.6531623,E,0.000,81.66,190425,1.137,1.141,
170508.600,A,54.6590673,N,020.6531617,E,0.000,81.66,190425,1.136,1.140,
170508.700,A,54.6590675,N,020.6531610,E,0.000,81.66,190425,1.135,1.139,
170508.800,A,54.6590675,N,020.6531598,E,0.000,81.66,190425,1.132,1.136,
170508.900,A,54.6590675,N,020.6531587,E,0.000,81.66,190425,1.132,1.135,
170509.000,A,54.6590677,N,020.6531575,E,0.000,81.66,190425,1.131,1.136,
170509.100,A,54.6590675,N,020.6531560,E,0.000,81.66,190425,1.133,1.137,
170509.200,A,54.6590672,N,020.6531543,E,0.000,81.66,190425,1.133,1.138,
170509.300,A,54.6590670,N,020.6531528,E,0.000,81.66,190425,1.132,1.136,
170509.400,A,54.6590668,N,020.6531517,E,0.000,81.66,190425,1.134,1.138,
170509.500,A,54.6590667,N,020.6531505,E,0.000,81.66,190425,1.136,1.140,
170509.600,A,54.6590667,N,020.6531497,E,0.000,81.66,190425,1.133,1.138,
170509.700,A,54.6590668,N,020.6531485,E,0.000,81.66,190425,1.133,1.137,
170509.800,A,54.6590672,N,020.6531475,E,0.000,81.66,190425,1.135,1.139,
170509.900,A,54.6590673,N,020.6531467,E,0.000,81.66,190425,1.135,1.140,
170510.000,A,54.6590673,N,020.6531455,E,0.000,81.66,190425,1.133,1.138,
170510.100,A,54.6590673,N,020.6531443,E,0.000,81.66,190425,1.134,1.138,
170510.200,A,54.6590673,N,020.6531432,E,0.000,81.66,190425,1.135,1.139,
170510.300,A,54.6590675,N,020.6531420,E,0.000,81.66,190425,1.133,1.138,
170510.400,A,54.6590677,N,020.6531405,E,0.000,81.66,190425,1.135,1.139,
170510.500,A,54.6590677,N,020.6531390,E,0.000,81.66,190425,1.133,1.138,
170510.600,A,54.6590678,N,020.6531375,E,0.000,284.88,190425,1.132,1.136,
170510.700,A,54.6590678,N,020.6531362,E,0.000,283.34,190425,1.131,1.135,
170510.800,A,54.6590678,N,020.6531347,E,0.000,282.71,190425,1.132,1.137,
170510.900,A,54.6590678,N,020.6531332,E,0.000,281.26,190425,1.132,1.137,
170511.000,A,54.6590678,N,020.6531317,E,0.000,279.83,190425,1.133,1.137,
170511.100,A,54.6590677,N,020.6531305,E,0.000,278.00,190425,1.136,1.139,
170511.200,A,54.6590675,N,020.6531293,E,0.000,276.68,190425,1.137,1.140,
170511.300,A,54.6590675,N,020.6531283,E,0.000,275.63,190425,1.133,1.137,
170511.400,A,54.6590675,N,020.6531273,E,0.000,274.26,190425,1.132,1.136,
170511.500,A,54.6590675,N,020.6531263,E,0.000,273.26,190425,1.133,1.137,
170511.600,A,54.6590675,N,020.6531253,E,0.000,272.48,190425,1.136,1.140,
170511.700,A,54.6590677,N,020.6531243,E,0.000,272.02,190425,1.135,1.139,
170511.800,A,54.6590677,N,020.6531230,E,0.000,271.39,190425,1.132,1.137,
170511.900,A,54.6590680,N,020.6531220,E,0.000,271.52,190425,1.131,1.135,
170512.000,A,54.6590682,N,020.6531207,E,0.000,271.52,190425,1.131,1.136,
170512.100,A,54.6590683,N,020.6531197,E,0.000,271.58,190425,1.133,1.137,
170512.200,A,54.6590685,N,020.6531185,E,0.000,271.82,190425,1.133,1.137,
170512.300,A,54.6590687,N,020.6531175,E,0.000,272.01,190425,1.132,1.136,
170512.400,A,54.6590688,N,020.6531163,E,0.000,272.22,190425,1.131,1.135,
170512.500,A,54.6590690,N,020.6531150,E,0.000,272.46,190425,1.131,1.136,
170512.600,A,54.6590692,N,020.6531138,E,0.000,272.47,190425,1.133,1.137,
170512.700,A,54.6590693,N,020.6531125,E,0.000,272.55,190425,1.134,1.139,
170512.800,A,54.6590695,N,020.6531112,E,0.000,272.47,190425,1.136,1.140,
170512.900,A,54.6590697,N,020.6531103,E,0.000,272.48,190425,1.135,1.138,
170513.000,A,54.6590698,N,020.6531095,E,0.000,272.26,190425,1.132,1.136,
170513.100,A,54.6590700,N,020.6531087,E,0.000,272.57,190425,1.131,1.135,
170513.200,A,54.6590703,N,020.6531078,E,0.000,273.06,190425,1.131,1.135,
170513.300,A,54.6590705,N,020.6531070,E,0.000,273.04,190425,1.132,1.136,
170513.400,A,54.6590707,N,020.6531062,E,0.000,273.09,190425,1.134,1.139,
170513.500,A,54.6590707,N,020.6531052,E,0.000,272.57,190425,1.135,1.139,
170513.600,A,54.6590708,N,020.6531043,E,0.000,272.30,190425,1.133,1.138,
170513.700,A,54.6590708,N,020.6531033,E,0.000,271.85,190425,1.132,1.136,
170513.800,A,54.6590708,N,020.6531023,E,0.000,271.56,190425,1.132,1.136,
170513.900,A,54.6590710,N,020.6531013,E,0.000,271.09,190425,1.133,1.138,
170514.000,A,54.6590710,N,020.6531000,E,0.000,270.90,190425,1.132,1.136,
170514.100,A,54.6590712,N,020.6530983,E,0.000,270.72,190425,1.131,1.135,
170514.200,A,54.6590713,N,020.6530973,E,0.000,270.26,190425,1.131,1.135,
170514.300,A,54.6590713,N,020.6530965,E,0.000,269.47,190425,1.132,1.136,
170514.400,A,54.6590712,N,020.6530953,E,0.000,268.49,190425,1.133,1.136,
170514.500,A,54.6590710,N,020.6530940,E,0.000,267.65,190425,1.134,1.139,
170514.600,A,54.6590710,N,020.6530925,E,0.000,266.53,190425,1.132,1.137,
170514.700,A,54.6590707,N,020.6530915,E,0.000,264.66,190425,1.133,1.137,
